"",,,,"Total population (1000 inhab)",,,,"Population density (inhab/km2)",,,,"GDP per capita (current US$/inhab)",,,,"Agriculture, value added to GDP (current US$)",,,,"Industry, value added to GDP (current US$)",,,,"Services, value added to GDP (current US$)",,,,"Total internal renewable water resources per capita (m3/inhab/yr)",,,,"Total renewable water resources (10^9 m3/yr)",,,,"Agricultural water withdrawal (10^9 m3/year)",,,,"Industrial water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year)",,,,"Municipal water withdrawal (km<sup>3</sup>/year or 10<sup>9</sup>m<sup>3</sup>/year)",,,,"Total water withdrawal (10^9 m3/yr)",,,,"Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,"Total freshwater withdrawal (10^9 m3/yr)",,,,"SDG 6.4.2. Water Stress (%)",,,,"SDG 6.4.1. Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,,"SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,,"Total population with access to safe drinking-water (JMP) (%)",,,,"Rural population with access to safe drinking-water (JMP) (%)",,,,"Urban population with access to safe drinking-water (JMP) (%)",,
"2018-2022","India","Asia | Southern and Eastern Asia | South Asia",2018,1352642.28,"X",,2018,411.4801628104,"E",,2018,2052.618239,"X",,2018,4.05839E11,"X",,2018,6.73217E11,"X",,2018,1.43562E12,"X",,2018,1069.0187800429,"E",,2018,1910.9,"E",,2018,688.0,"I",,2018,17.0,"I",,2018,56.0,"I",,2018,761.0,"I",,2018,562.6025529824,"E",,2018,647.5,"I",,2018,66.4920928322,"E",,2018,3.0050620848,"I",,2018,0.4065095816,"E",,2018,37.6919050112,"E",,2018,24.400201236,"E",,2018,94.1,"I",,2018,92.6,"I",,2018,97.1,"I",
"2018-2022","Maldives","Asia | Southern and Eastern Asia | South Asia",2018,515.696,"X",,2018,1718.9866666667,"E",,2018,11991.753119,"X",,2018,2.978285981E8,"X",,2018,6.093717991E8,"X",,2018,3.696297106E9,"X",,2018,58.1738078248,"E",,2018,0.03,"E",,2018,0.0,"I",,2018,3.0E-4,"I",,2018,0.0056,"I",,2018,0.0059,"I",,2018,11.4408488722,"E",,2018,0.0047,"I",,2018,15.6666666667,"I",,,,"",,,,"",,2018,1941.1319836522,"E",,2018,630.77259097,"E",,2018,98.6,"I",,2018,97.9,"I",,2018,99.5,"I",
"2018-2022","Nepal","Asia | Southern and Eastern Asia | South Asia",2018,28095.714,"X",,2018,190.8935589075,"E",,2018,939.453255,"X",,2018,7.038963688E9,"X",,2018,3.435036683E9,"X",,2018,1.4609655515E10,"X",,2018,7054.4567758627,"E",,2018,210.2,"E",,2018,9.32,"I",,2018,0.0295,"I",,2018,0.1476,"I",,2018,9.4971,"E",,2018,338.0266470537,"E",,2018,9.4971,"E",,2018,8.3118326623,"E",,2018,2.2320129691,"I",,2018,0.6011978419,"E",,2018,100.6308087818,"E",,2018,85.5411763069,"E",,2018,91.6,"I",,2018,91.8,"I",,2018,90.9,"I",
"2018-2022","Pakistan","Asia | Southern and Eastern Asia | South Asia",2018,212228.286,"X",,2018,266.584959176,"E",,2018,1406.00688,"X",,2018,6.3733041147E10,"X",,2018,4.6468208281E10,"X",,2018,1.55813E11,"X",,2018,259.1548988903,"E",,2018,246.8,"E",,2018,172.4,"I",,2018,1.4,"I",,2018,9.65,"I",,2018,183.45,"I",,2018,864.3993854806,"E",,2018,192.74,"",,2018,118.2381448991,"E",,2018,1.5208120937,"I",,2018,0.318541334,"E",,2018,36.7678785904,"E",,2018,17.8861577792,"E",,2018,91.4,"I",,2018,89.9,"I",,2018,93.9,"I",
"2018-2022","Sri Lanka","Asia | Southern and Eastern Asia | South Asia",2018,21228.763,"X",,2018,323.5598689224,"E",,2018,4245.427794,"X",,2018,6.999482896E9,"X",,2018,2.3120169058E10,"X",,2018,5.1431244002E10,"X",,2018,2487.1915523293,"E",,2018,52.8,"E",,2018,11.31,"I",,2018,0.831,"I",,2018,0.805,"I",,2018,12.946,"I",,2018,609.8329893268,"E",,2018,12.946,"I",,2018,90.7854137447,"E",,2018,6.1058541565,"I",,2018,0.2712734441,"E",,2018,28.3546042304,"E",,2018,65.11255794,"E",,2018,95.6,"I",,2018,95.0,"I",,2018,98.5,"I",
"2018-2022","China","Asia | Southern and Eastern Asia | East Asia",2018,1459377.612,"X",,2018,152.0182969754,"E",,2018,9855.461832,"X",,2018,1.02083E12,"X",,2018,5.54671E12,"X",,2018,7.0406E12,"X",,2018,1927.4655009577,"E",,2018,2840.22,"E",,2018,385.2,"I",,2018,133.5,"I",,2018,79.4,"I",,2018,598.1,"I",,2018,409.8322429247,"E",,2018,591.8,"I",,2018,43.2216882605,"E",,2018,23.538964164,"E",,2018,2.1879204533,"E",,2018,43.6891582683,"E",,2018,93.241371273,"E",,2018,95.5,"I",,2018,93.0,"I",,2018,97.5,"I",
"2018-2022","Democratic People's Republic of Korea","Asia | Southern and Eastern Asia | East Asia",2018,25549.604,"X",,2018,211.9595486975,"E",,2018,686.2093,"X",,2018,4.070449807E9,"X",,2018,6.68977634E9,"X",,2018,6.72703491E9,"X",,2018,2622.3498415083,"E",,2018,77.15,"E",,2018,6.61,"I",,2018,1.145,"I",,2018,0.9028,"I",,2018,8.6578,"I",,2018,338.8623948927,"E",,2018,8.6578,"I",,2018,27.7404677988,"E",,2018,1.6641383553,"I",,2018,0.363584465,"E",,2018,5.2275752012,"E",,2018,6.6669363457,"E",,2018,99.7,"I",,2018,99.4,"I",,2018,99.9,"I",
"2018-2022","Japan","Asia | Southern and Eastern Asia | East Asia",2018,127202.192,"X",,2018,336.6027838052,"E",,2018,39087.235938,"X",,2018,5.6421448951E10,"X",,2018,1.28646E12,"X",,2018,3.59806E12,"X",,2018,3380.4448904465,"E",,2018,430.0,"E",,2018,53.7,"I",,2018,11.0,"I",,2018,14.6,"I",,2018,79.3,"I",,2018,623.4169297963,"E",,2018,79.3,"I",,2018,36.4597701149,"E",,2018,56.7147175754,"I",,2018,0.7264129499,"E",,2018,106.7498896372,"E",,2018,224.9465713913,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Mongolia","Asia | Southern and Eastern Asia | East Asia",2018,3170.216,"X",,2018,2.0268419989,"E",,2018,4167.368686,"X",,2018,1.419203423E9,"X",,2018,4.691180028E9,"X",,2018,5.476139601E9,"X",,2018,10977.1700098668,"E",,2018,34.8,"E",,2018,0.2509,"I",,2018,0.1662,"I",,2018,0.0453,"I",,2018,0.4624,"I",,2018,145.8575693265,"E",,2018,0.4624,"I",,2018,3.3950073421,"E",,2018,22.8288336089,"I",,2018,0.2581618214,"E",,2018,29.1254789497,"E",,2018,124.7378644228,"E",,2018,64.4,"I",,2018,59.2,"I",,2018,66.4,"I",
"2018-2022","Republic of Korea","Asia | Southern and Eastern Asia | East Asia",2018,51171.706,"X",,2018,510.0847886762,"E",,2018,33626.657541,"X",,2018,3.1374008173E10,"X",,2018,5.53548E11,"X",,2018,9.87389E11,"X",,2018,1267.3018953091,"E",,2018,69.7,"E",,2018,15.96,"I",,2018,4.45,"I",,2018,6.672,"I",,2018,27.082,"E",,2018,529.2377783926,"E",,2018,29.197,"I",,2018,85.2218330414,"E",,2018,53.8029378663,"I",,2018,1.6235177733,"E",,2018,115.5326129051,"E",,2018,137.448994635,"E",,2018,97.6,"I",,2018,87.9,"I",,2018,99.7,"I",
"2018-2022","Cambodia","Asia | Southern and Eastern Asia | Mainland Southeast Asia",2018,16249.792,"X",,2018,89.758020327,"E",,2018,1512.505446,"X",,2018,5.40896928E9,"X",,2018,7.794127177E9,"X",,2018,9.843836138E9,"X",,2018,7421.6334584467,"E",,2018,476.1,"E",,2018,2.053,"I",,2018,0.033,"I",,2018,0.098,"I",,2018,2.184,"I",,2018,134.401720342,"E",,2018,2.184,"I",,2018,1.0365448505,"E",,2018,7.6279627086,"E",,2018,0.3441129141,"E",,2018,213.6228288474,"E",,2018,90.8515652128,"E",,2018,75.5,"I",,2018,69.1,"I",,2018,100.0,"I",
"2018-2022","Lao People's Democratic Republic","Asia | Southern and Eastern Asia | Mainland Southeast Asia",2018,7061.507,"X",,2018,29.8205532095,"E",,2018,2579.121946,"X",,2018,2.820451802E9,"X",,2018,3.667950998E9,"X",,2018,9.463660923E9,"X",,2018,26963.0830926033,"E",,2018,333.5,"E",,2018,7.02,"I",,2018,0.17,"I",,2018,0.13,"I",,2018,7.32,"E",,2018,1036.605925619,"E",,2018,7.32,"E",,2018,4.7718383312,"E",,2018,1.8491295815,"I",,2018,0.1246253871,"E",,2018,20.8025360264,"E",,2018,70.1871322664,"E",,2018,75.7,"I",,2018,69.4,"I",,2018,85.6,"I",
"2018-2022","Myanmar","Asia | Southern and Eastern Asia | Mainland Southeast Asia",2018,53708.32,"X",,2018,79.3750295578,"E",,2018,1350.738003,"X",,2018,1.9106516665E10,"X",,2018,2.4263536839E10,"X",,2018,2.9374934426E10,"X",,2018,18671.2226336627,"E",,2018,1167.8,"E",,2018,29.57,"I",,2018,0.4984,"I",,2018,3.323,"I",,2018,33.3914,"E",,2018,621.7174545769,"E",,2018,33.231,"I",,2018,5.8015013966,"E",,2018,1.8534380849,"I",,2018,0.2035875021,"E",,2018,50.7071385024,"E",,2018,9.20745477,"E",,2018,80.6,"I",,2018,74.4,"I",,2018,92.7,"I",
"2018-2022","Thailand","Asia | Southern and Eastern Asia | Mainland Southeast Asia",2018,69428.453,"X",,2018,135.3064643748,"E",,2018,7299.352335,"X",,2018,4.0989159609E10,"X",,2018,1.61655E11,"X",,2018,2.93288E11,"X",,2018,3233.688643473,"E",,2018,438.61,"E",,2018,51.79,"I",,2018,2.777,"I",,2018,2.739,"I",,2018,57.306,"I",,2018,825.3964696578,"E",,2018,57.307,"I",,2018,23.0139351833,"E",,2018,7.4000560654,"I",,2018,0.3730692423,"E",,2018,51.7892024945,"E",,2018,95.2638705729,"E",,2018,97.8,"I",,2018,98.0,"I",,2018,97.6,"I",
"2018-2022","Viet Nam","Asia | Southern and Eastern Asia | Mainland Southeast Asia",2018,95545.962,"X",,2018,288.4580563355,"E",,2018,2538.068147,"X",,2018,3.5689683015E10,"X",,2018,7.1598549689E10,"X",,2018,1.13171E11,"X",,2018,3761.7497639513,"E",,2018,884.12,"E",,2018,77.75,"I",,2018,3.074,"I",,2018,1.206,"I",,2018,82.03,"I",,2018,858.5396837597,"E",,2018,81.862,"I",,2018,18.1303153792,"E",,2018,2.5164278096,"I",,2018,0.3800254817,"E",,2018,22.2965602384,"E",,2018,89.8308174497,"E",,2018,97.6,"I",,2018,96.9,"I",,2018,99.1,"I",
"2018-2022","Brunei Darussalam","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,428.963,"X",,2018,74.3436741768,"E",,2018,31254.694506,"X",,2018,1.380625642E8,"X",,2018,8.44643994E9,"X",,2018,5.199484902E9,"X",,2018,19815.2288192688,"E",,2018,8.5,"E",,2018,0.0053,"I",,,,"",,2018,0.1515,"I",,2018,0.092,"I",,2018,214.4707119262,"E",,2018,0.092,"I",,2018,3.4664657121,"E",,,,"",,2018,4.0493388887,"E",,,,"",,2018,32.3398625712,"E",,,,"",,,,"",,,,"",
"2018-2022","Indonesia","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,267670.543,"X",,2018,139.6399506443,"E",,2018,3906.270285,"X",,2018,1.3348E11,"X",,2018,4.0097E11,"X",,2018,4.65518E11,"X",,2018,7541.7338694606,"E",,2018,2018.7,"E",,2018,189.7,"I",,2018,9.135,"I",,2018,23.8,"I",,2018,222.635,"I",,2018,831.7500966104,"E",,2018,222.635,"I",,2018,29.6965452848,"E",,2018,3.9396687371,"I",,2018,0.2448842685,"E",,2018,42.0785465012,"E",,2018,18.750675683,"E",,2018,87.4,"I",,2018,79.5,"I",,2018,94.2,"I",
"2018-2022","Malaysia","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,31528.033,"X",,2018,95.3084431681,"E",,2018,11190.754009,"X",,2018,2.7025398511E10,"X",,2018,1.27968E11,"X",,2018,1.99252E11,"X",,2018,18396.3268498228,"E",,2018,580.0,"E",,2018,2.505,"I",,2018,1.641,"I",,2018,1.342,"I",,2018,5.488,"E",,2018,174.0673133652,"E",,2018,6.707,"I",,2018,3.4394871795,"E",,2018,58.4204846385,"I",,2018,0.917378774,"E",,2018,75.8591786458,"E",,2018,144.4326927791,"E",,2018,98.2,"I",,2018,93.0,"I",,2018,100.0,"I",
"2018-2022","Papua New Guinea","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,8606.323,"X",,2018,18.5945964048,"E",,2018,2741.30003,"X",,2018,4.296479497E9,"X",,2018,6.490900493E9,"X",,2018,1.1295883417E10,"X",,2018,93071.105976385,"E",,2018,801.0,"E",,2018,0.001,"I",,2018,0.1676,"I",,2018,0.2235,"I",,2018,0.3921,"I",,2018,45.5595264087,"E",,2018,0.3921,"I",,2018,0.1322428331,"E",,,,"",,,,"",,2018,37.838929984,"E",,2018,49.3799429419,"E",,2018,40.0,"I",,2018,32.8,"I",,2018,88.0,"I",
"2018-2022","Philippines","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,106651.394,"X",,2018,355.5046466667,"E",,2018,3106.78539,"X",,2018,3.0722856553E10,"X",,2018,9.1415805425E10,"X",,2018,2.08771E11,"X",,2018,4491.2680653757,"E",,2018,479.0,"E",,2018,67.97998064,"",,2018,16.12412,"",,2018,9.631041143,"",,2018,94.0,"",,2018,881.3761965455,"E",,2018,93.73513733,"",,2018,28.6564161816,"E",,2018,3.5474249197,"E",,2018,0.1723961445,"E",,2018,6.0765439369,"E",,2018,23.2331612903,"E",,2018,91.8,"I",,2018,90.3,"I",,2018,93.7,"I",
"2018-2022","Singapore","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,5757.499,"X",,2018,7952.3466850829,"E",,2018,62348.338048,"X",,2018,8.49617882E7,"X",,2018,8.5027844879E10,"X",,2018,2.56503E11,"X",,2018,104.2119156252,"E",,2018,0.6,"",,2018,0.026376,"I",,2018,0.336294,"I",,2018,0.29673,"I",,2018,0.6594,"I",,2018,114.5288952721,"E",,2018,0.4911,"E",,2018,81.85,"E",,,,"",,,,"",,2018,232.4988312792,"E",,2018,794.8949058401,"E",,2018,100.0,"I",,,,"",,2018,100.0,"I",
"2018-2022","Timor-Leste","Asia | Southern and Eastern Asia | Maritime Southeast Asia",2018,1267.974,"X",,2018,85.2706119704,"E",,2018,1949.257379,"X",,2018,2.57937635E8,"X",,2018,1.272417058E9,"X",,2018,1.036265505E9,"X",,2018,6478.8394714718,"E",,2018,8.215,"E",,2018,1.071,"I",,2018,0.002,"I",,2018,0.099,"I",,2018,1.172,"I",,2018,924.3091735319,"E",,2018,1.172,"I",,2018,28.2682103232,"E",,2018,2.0267731028,"I",,2018,0.0569126292,"E",,2018,637.7908881936,"E",,2018,10.4933623654,"E",,2018,71.9,"I",,2018,60.5,"I",,2018,95.2,"I",
"2018-2022","Australia","Oceania | Australia and New Zealand",2018,24898.152,"X",,2018,3.2163085405,"E",,2018,58689.490194,"X",,2018,3.7302807952E10,"X",,2018,3.02321E11,"X",,2018,1.01457E12,"X",,2018,19760.5027071889,"E",,2018,492.0,"E",,2018,12.02484,"",,2018,3.03547,"",,2018,2.30139,"",,2018,17.3617,"",,2018,697.3087801858,"E",,2018,11.58411,"E",,2018,4.6578648975,"E",,2018,70.0799293953,"E",,2018,0.4188911619,"E",,2018,91.6382436008,"E",,2018,405.6263700109,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","New Zealand","Oceania | Australia and New Zealand",2018,4743.131,"X",,2018,17.7174218371,"E",,2018,43776.465705,"X",,2018,1.0999928668E10,"X",,2018,3.6820954763E10,"X",,2018,1.42245E11,"X",,2018,68941.8023664115,"E",,2018,327.0,"",,2018,3.207,"I",,2018,1.184,"I",,2018,0.528577298,"",,2018,4.919577298,"E",,2018,1037.2003847248,"E",,2018,9.875,"I",,2018,8.0480847596,"E",,2018,36.9958131418,"I",,2018,3.8605308181,"E",,2018,29.4588075446,"E",,2018,254.9178946893,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Cook Islands","Oceania | Pacific Islands",2018,17.518,"X",,2018,72.9916666667,"E",,2018,20832.455953,"X",,2018,9699036.966,"X",,2018,1.767664397E7,"X",,2018,2.903570326E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,99.9,"I",,2018,99.9,"I",,2018,99.9,"I",
"2018-2022","Fiji","Oceania | Pacific Islands",2018,883.483,"X",,2018,48.3570333881,"E",,2018,6069.463297,"X",,2018,5.949442767E8,"X",,2018,7.57617322E8,"X",,2018,3.088615481E9,"X",,2018,32315.2794111488,"E",,2018,28.55,"E",,2018,0.05,"I",,2018,0.0096,"I",,2018,0.0253,"I",,2018,0.0849,"I",,2018,96.0969254643,"E",,2018,0.0849,"I",,2018,0.2973730298,"I",,2018,43.0512416753,"I",,2018,0.316344013,"E",,2018,74.6711746288,"E",,2018,115.5094838398,"E",,2018,95.7,"I",,2018,91.2,"I",,2018,99.5,"I",
"2018-2022","Kiribati","Oceania | Pacific Islands",2018,115.847,"X",,2018,143.0209876543,"E",,2018,1592.082641,"X",,2018,4.558361724E7,"X",,2018,2.780164847E7,"X",,2018,1.165124834E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,66.9,"I",,2018,50.6,"I",,2018,87.3,"I",
"2018-2022","Marshall Islands","Oceania | Pacific Islands",2018,58.413,"X",,2018,324.5166666667,"E",,2018,4028.711494,"X",,2018,3.3175658E7,"X",,2018,1.4871347E7,"X",,2018,1.63782452E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,94.6,"I",,2018,97.6,"I",,2018,93.5,"I",
"2018-2022","Micronesia (Federated States of)","Oceania | Pacific Islands",2018,112.64,"X",,2018,160.9142857143,"E",,2018,3495.367468,"X",,2018,9.7720918E7,"X",,2018,1.17193E7,"X",,2018,2.39809506E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,89.0,"I",,2018,87.4,"I",,2018,94.8,"I",
"2018-2022","Nauru","Oceania | Pacific Islands",2018,10.67,"X",,2018,533.5,"E",,2018,11201.860365,"X",,2018,3023730.03,"X",,2018,4.011409426E7,"X",,2018,8.204819441E7,"X",,2018,937.2071227741,"E",,2018,0.01,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,96.5,"I",,,,"",,2018,96.5,"I",
"2018-2022","Niue","Oceania | Pacific Islands",2018,1.62,"X",,2018,6.2307692308,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,98.5,"I",,2018,98.6,"I",,2018,98.4,"I",
"2018-2022","Palau","Oceania | Pacific Islands",2018,17.907,"X",,2018,38.9282608696,"E",,2018,12930.016163,"X",,2018,9018729.0,"X",,2018,1.6776413E7,"X",,2018,2.30057707E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,95.3,"I",,2018,86.0,"I",,2018,97.0,"I",
"2018-2022","Samoa","Oceania | Pacific Islands",2018,196.129,"X",,2018,69.0595070423,"E",,2018,4215.911916,"X",,2018,7.868040834E7,"X",,2018,9.942329818E7,"X",,2018,6.553609997E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,99.0,"I",,2018,99.3,"I",,2018,97.5,"I",
"2018-2022","Solomon Islands","Oceania | Pacific Islands",2018,652.857,"X",,2018,22.5902076125,"E",,2018,2039.282045,"X",,2018,3.365410905E8,"X",,2018,1.723562798E8,"X",,2018,8.147885745E8,"X",,2018,68468.2863169117,"E",,2018,44.7,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,80.8,"I",,2018,77.2,"I",,2018,93.2,"I",
"2018-2022","Tokelau","Oceania | Pacific Islands",2018,1.319,"X",,2018,131.9,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,100.0,"I",,2018,100.0,"I",,,,"",
"2018-2022","Tonga","Oceania | Pacific Islands",2018,103.197,"X",,2018,137.596,"E",,2018,4625.359516,"X",,2018,8.077050161E7,"X",,2018,6.505314119E7,"X",,2018,2.218422283E8,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,99.6,"I",,2018,99.6,"I",,2018,99.7,"I",
"2018-2022","Tuvalu","Oceania | Pacific Islands",2018,11.508,"X",,2018,383.6,"E",,2018,4078.953162,"X",,2018,9651178.102,"X",,2018,5316004.505,"X",,2018,2.905096543E7,"X",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,97.7,"I",,2018,97.0,"I",,2018,98.3,"I",
"2018-2022","Vanuatu","Oceania | Pacific Islands",2018,292.68,"X",,2018,24.0098441345,"E",,2018,3150.934375,"X",,2018,1.893504098E8,"X",,2018,7.649215927E7,"X",,2018,5.642928501E8,"X",,2018,34167.00833675,"E",,2018,10.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,94.5,"I",,2018,92.9,"I",,2018,98.9,"I",
"2018-2022","Denmark","Europe | Western and Central Europe | Northern Europe",2018,5752.126,"X",,2018,134.0197110904,"E",,2018,61809.750887,"X",,2018,3.645033972E9,"X",,2018,6.8779290512E10,"X",,2018,2.36129E11,"X",,2018,1043.0925887228,"E",,2018,6.0,"E",,2018,0.632525,"",,2018,0.050415,"",,2018,0.39172,"",,2018,1.07466,"",,2018,186.8283135661,"E",,2018,1.07466,"",,2018,29.0605732829,"E",,2018,261.6484001704,"I",,2018,1.0851808713,"E",,2018,1255.0365970157,"E",,2018,554.5389453127,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Faroe Islands","Europe | Western and Central Europe | Northern Europe",2018,48.497,"X",,2018,34.7399713467,"E",,,,"",,,,"",,,,"",,2018,1.53018573E9,"I",,,,"",,2018,0.0,"E",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"2018-2022","Finland","Europe | Western and Central Europe | Northern Europe",2018,5522.576,"X",,2018,16.3172580883,"E",,2018,49955.341172,"X",,2018,6.809383704E9,"X",,2018,6.0541632945E10,"X",,2018,1.717E11,"X",,2018,19375.0162967427,"E",,2018,110.0,"E",,2018,0.4,"",,2018,2.0,"",,2018,0.4,"",,2018,2.8,"",,2018,507.0097722512,"E",,2018,2.8,"E",,2018,6.6397913208,"E",,2018,75.9604836795,"I",,2018,0.0492720757,"E",,2018,27.7197663732,"E",,2018,393.0752818146,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Iceland","Europe | Western and Central Europe | Northern Europe",2018,336.713,"X",,2018,3.2690582524,"E",,2018,76624.485693,"X",,2018,1.169630176E9,"X",,2018,3.964066392E9,"X",,2018,1.753765763E10,"X",,2018,504881.01142516,"E",,2018,170.0,"E",,2018,3.0E-4,"I",,2018,0.198,"I",,2018,0.08,"I",,2018,0.2783,"E",,2018,826.519914586,"E",,2018,0.29,"I",,2018,0.394075282,"E",,2018,60.4101681755,"E",,2018,0.8941910152,"E",,2018,15.6537634745,"E",,2018,171.4054547249,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Norway","Europe | Western and Central Europe | Northern Europe",2018,5337.962,"X",,2018,13.8573645447,"E",,2018,81101.658048,"X",,2018,8.176329542E9,"X",,2018,1.26289E11,"X",,2018,2.2209E11,"X",,2018,71562.8923547976,"E",,2018,393.0,"E",,2018,0.8449,"I",,2018,1.071,"I",,2018,0.7753,"I",,2018,2.6912,"E",,2018,504.1624500137,"E",,2018,2.6911,"E",,2018,2.0464638783,"E",,2018,120.8238747164,"I",,2018,1.0374732711,"E",,2018,109.7616122995,"E",,2018,266.6451227877,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Sweden","Europe | Western and Central Europe | Northern Europe",2018,9971.638,"X",,2018,22.2862375096,"E",,2018,55704.968354,"X",,2018,7.648531467E9,"X",,2018,1.10461E11,"X",,2018,3.74762E11,"X",,2018,17148.6369641577,"E",,2018,174.0,"E",,2018,0.075,"I",,2018,1.345,"I",,2018,0.955,"I",,2018,2.375,"I",,2018,238.1755133911,"E",,2018,2.375,"I",,2018,3.4271284271,"E",,2018,198.4104787167,"I",,2018,3.6844998207,"E",,2018,79.7110942789,"E",,2018,380.8765734666,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Andorra","Europe | Western and Central Europe | Western Europe",2018,77.006,"X",,2018,163.8425531915,"E",,2018,42080.55769,"X",,2018,1.560639061E7,"X",,2018,2.738843565E8,"X",,2018,2.619638391E9,"X",,2018,4098.3819442641,"E",,2018,0.3156,"X",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Austria","Europe | Western and Central Europe | Western Europe",2018,8891.388,"X",,2018,106.0025512941,"E",,2018,52047.260459,"X",,2018,5.221318746E9,"X",,2018,1.05769E11,"X",,2018,2.96036E11,"X",,2018,6185.7608733305,"E",,2018,77.7,"E",,2018,0.0771,"I",,2018,2.695,"I",,2018,0.72,"I",,2018,3.4921,"E",,2018,392.7508281047,"E",,2018,3.49,"I",,2018,9.6435479414,"E",,2018,103.4909360095,"I",,2018,3.2896764811,"E",,2018,35.2751102745,"E",,2018,369.5564463779,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
"2018-2022","Belgium","Europe | Western and Central Europe | Western Europe",2018,11482.178,"X",,2018,376.0949230265,"E",,2018,47225.757205,"X",,2018,2.7128887E9,"X",,2018,9.2478067658E10,"X",,2018,3.88831E11,"X",,2018,1045.0978899648,"E",,2018,18.3,"E",,2018,0.045,"I",,2018,3.21,"I",,2018,0.739,"I",,2018,3.994,"I",,2018,347.8434143766,"E",,2018,3.994,"I",,2018,49.0663390663,"E",,2018,107.3083533133,"I",,2018,0.6193069421,"E",,2018,25.6521057019,"E",,2018,468.4958525277,"E",,2018,100.0,"I",,2018,100.0,"I",,2018,100.0,"I",
